#Engineering-Data-Exchange - B.I.G.-EU
PROJECT_NAME
VERSION_OF_REFERENCEFILE
TIMESTAMP_OF_LAST_CHANGE;25.03.2025
AUTHOR_OF_LAST_CHANGE;YABE Yet Another Bacnet Explorer
VERSION_OF_LAYOUT;2.3
#mandatory;mandator;mandatory;mandatory;mandatory;optional;optional;optional;optional;optional;optional;optional;optional;optional;optional;optional
# keyname;device obj.-instance;object-name;object-type;object-instance;description;present-value-default;min-present-value;max-present-value;settable;supports COV;hi-limit;low-limit;state-text-reference;unit-code;vendor-specific-addres
OBJECT_ANALOG_INPUT:117;2128101;115437_3700_002_00_OEA01_MV1;0;117;|A| Energimåler kjøling energisentral Total energi |C| =370.002-OE501;;;;;;;;;19
OBJECT_ANALOG_INPUT:118;2128101;115437_3700_002_00_OEA01_MV2;0;118;|A| Energimåler kjøling energisentral Avgitt effekt |C| =370.002-OE501;;;;;;;;;48
OBJECT_ANALOG_INPUT:119;2128101;115437_3700_002_00_OEA01_MV3;0;119;|A| Energimåler kjøling energisentral Totalt volum |C| =370.002-OE501;;;;;;;;;80
OBJECT_ANALOG_INPUT:120;2128101;115437_3700_002_00_OEA01_MV5;0;120;|A| Energimåler kjøling energisentral Tur temperatur |C| =370.002-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:121;2128101;115437_3700_002_00_OEA01_MV6;0;121;|A| Energimåler kjøling energisentral Retur temperatur |C| =370.002-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:122;2128101;115437_3700_002_00_OEA01_MV7;0;122;|A| Energimåler kjøling energisentral Temperaturdifferanse |C| =370.002-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:123;2128101;115437_3700_002_00_OEA01_MV4;0;123;|A| Energimåler kjøling energisentral Gjennomstrømning |C| =370.002-OE501;;;;;;;;;135
OBJECT_ANALOG_INPUT:124;2128101;115437_3100_001_05_OEA01_MV1;0;124;|A| Energimåler forvarming tappevann Total energi |C| =310.001-OE501;;;;;;;;;19
OBJECT_ANALOG_INPUT:125;2128101;115437_3100_001_00_OEA01_MV2;0;125;|A| Energimåler forvarming tappevann Avgitt effekt |C| =310.001-OE501;;;;;;;;;48
OBJECT_ANALOG_INPUT:126;2128101;115437_3100_001_00_OEA01_MV3;0;126;|A| Energimåler forvarming tappevann Totalt volum |C| =310.001-OE501;;;;;;;;;80
OBJECT_ANALOG_INPUT:127;2128101;115437_3100_001_00_OEA01_MV5;0;127;|A| Energimåler forvarming tappevann Tur temperatur |C| =310.001-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:128;2128101;115437_3100_001_00_OEA01_MV6;0;128;|A| Energimåler forvarming tappevann Retur temperatur |C| =310.001-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:129;2128101;115437_3100_001_00_OEA01_MV7;0;129;|A| Energimåler forvarming tappevann Temperaturdifferanse |C| =310.001-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:130;2128101;115437_3100_001_00_OEA01_MV4;0;130;|A| Energimåler forvarming tappevann Gjennomstrømning |C| =310.001-OE501;;;;;;;;;135
OBJECT_ANALOG_INPUT:131;2128101;115437_3100_001_04_RFA01_MV2;0;131;|A| Hovedmåler tappevann Gjennomstrømning |C| =310.001-RF401;;;;;;;;;135
